id,name,dept,score,active,ts
0,user_0,D,48.954,False,iso
1,user_1,C,89.05,False,iso
2,user_2,C,59.792,True,iso
3,user_3,B,21.405,True,iso
4,user_4,B,83.11,True,iso
5,user_5,A,77.302,True,iso
6,user_6,A,31.758,True,iso
7,user_7,A,43.722,False,iso
8,user_8,A,10.61,True,iso
9,user_9,D,50.432,False,iso
10,user_10,C,78.238,False,iso
11,user_11,D,11.056,False,iso
12,user_12,C,22.209,True,iso
13,user_13,C,75.691,False,iso
14,user_14,D,31.372,True,iso
15,user_15,C,64.166,False,iso
16,user_16,C,41.615,False,iso
17,user_17,C,79.671,True,iso
18,user_18,C,85.638,True,iso
19,user_19,D,83.295,True,iso
20,user_20,B,19.208,False,iso
21,user_21,D,17.139,False,iso
22,user_22,C,8.369,True,iso
23,user_23,A,99.917,False,iso
24,user_24,B,92.046,False,iso
25,user_25,D,64.674,True,iso
26,user_26,C,7.604,False,iso
27,user_27,A,94.894,True,iso
28,user_28,D,33.241,True,iso
29,user_29,C,58.267,False,iso
30,user_30,D,12.093,False,iso
31,user_31,A,47.022,True,iso
32,user_32,A,81.43,True,iso
33,user_33,D,64.573,False,iso
34,user_34,A,24.87,True,iso
35,user_35,C,63.267,False,iso
36,user_36,A,50.897,False,iso
37,user_37,B,55.116,True,iso
38,user_38,B,95.886,False,iso
39,user_39,B,22.974,True,iso
40,user_40,B,40.475,False,iso
41,user_41,A,81.867,True,iso
42,user_42,A,83.919,False,iso
43,user_43,A,29.407,False,iso
44,user_44,A,48.707,False,iso
45,user_45,C,49.268,False,iso
46,user_46,C,85.3,True,iso
47,user_47,C,65.19,True,iso
48,user_48,B,38.975,False,iso
49,user_49,C,63.054,False,iso
50,user_50,D,45.35,True,iso
51,user_51,B,42.065,True,iso
52,user_52,B,67.319,True,iso
53,user_53,D,34.75,True,iso
54,user_54,D,24.89,False,iso
55,user_55,D,80.553,True,iso
56,user_56,B,15.888,False,iso
57,user_57,C,62.739,False,iso
58,user_58,D,32.043,True,iso
59,user_59,C,7.235,False,iso
60,user_60,D,74.758,True,iso
61,user_61,C,19.935,False,iso
62,user_62,C,50.511,True,iso
63,user_63,B,0.767,False,iso
64,user_64,D,94.915,False,iso
65,user_65,A,9.319,False,iso
66,user_66,C,62.956,False,iso
67,user_67,C,55.888,False,iso
68,user_68,D,92.407,True,iso
69,user_69,C,85.538,False,iso
70,user_70,B,67.127,False,iso
71,user_71,B,28.43,False,iso
72,user_72,B,69.212,False,iso
73,user_73,B,8.684,False,iso
74,user_74,C,13.722,True,iso
75,user_75,D,3.583,True,iso
76,user_76,A,84.807,False,iso
77,user_77,D,42.778,True,iso
78,user_78,C,58.252,False,iso
79,user_79,B,10.02,False,iso
80,user_80,C,60.364,False,iso
81,user_81,C,31.613,True,iso
82,user_82,B,59.071,False,iso
83,user_83,B,14.074,False,iso
84,user_84,C,90.682,False,iso
85,user_85,C,45.412,False,iso
86,user_86,C,49.084,False,iso
87,user_87,B,90.633,True,iso
88,user_88,D,66.54,False,iso
89,user_89,B,18.555,True,iso
90,user_90,B,4.709,False,iso
91,user_91,D,57.646,False,iso
92,user_92,B,78.379,False,iso
93,user_93,A,4.939,False,iso
94,user_94,C,29.584,True,iso
95,user_95,C,46.059,True,iso
96,user_96,A,84.071,True,iso
97,user_97,A,93.153,False,iso
98,user_98,B,48.398,True,iso
99,user_99,D,22.554,True,iso
100,user_100,B,28.766,True,iso
101,user_101,D,7.098,False,iso
102,user_102,B,12.839,False,iso
103,user_103,A,2.141,False,iso
104,user_104,D,86.796,False,iso
105,user_105,D,46.683,True,iso
106,user_106,A,49.785,False,iso
107,user_107,A,19.014,False,iso
108,user_108,C,17.926,False,iso
109,user_109,B,92.34,False,iso
110,user_110,C,17.315,False,iso
111,user_111,A,93.909,True,iso
112,user_112,D,45.766,True,iso
113,user_113,B,70.243,True,iso
114,user_114,D,46.259,False,iso
115,user_115,D,89.22,True,iso
116,user_116,C,48.452,False,iso
117,user_117,A,71.345,True,iso
118,user_118,D,47.707,False,iso
119,user_119,A,25.302,False,iso
120,user_120,C,79.37,True,iso
121,user_121,B,47.155,False,iso
122,user_122,D,18.872,True,iso
123,user_123,A,23.928,False,iso
124,user_124,D,37.335,True,iso
125,user_125,A,55.763,False,iso
126,user_126,C,79.628,False,iso
127,user_127,C,39.812,True,iso
128,user_128,D,75.33,True,iso
129,user_129,B,43.743,True,iso
130,user_130,D,34.954,True,iso
131,user_131,C,91.539,False,iso
132,user_132,D,46.49,False,iso
133,user_133,A,8.224,True,iso
134,user_134,D,12.289,True,iso
135,user_135,D,57.513,False,iso
136,user_136,A,75.069,False,iso
137,user_137,B,63.221,False,iso
138,user_138,C,22.346,True,iso
139,user_139,A,57.505,True,iso
140,user_140,C,83.922,False,iso
141,user_141,C,36.97,False,iso
142,user_142,D,82.817,False,iso
143,user_143,D,73.496,True,iso
144,user_144,B,22.564,True,iso
145,user_145,B,83.217,False,iso
